t,theta,theta_dot,voltage
5.237000,0.000000,-2.801338,3.000000
5.238000,0.000000,-2.801338,3.000000
5.239000,-0.003068,-2.801338,3.000000
5.240000,-0.003068,-2.313085,3.000000
5.241000,-0.006136,-1.944958,3.000000
5.242000,-0.006136,-1.678829,3.000000
5.243000,-0.009204,-2.044021,3.000000
5.244000,-0.009204,-2.044021,3.000000
5.245000,-0.009204,-2.044021,3.000000
5.246000,-0.009204,-2.044021,3.000000
5.247000,-0.009204,-2.044021,3.000000
5.248000,-0.009204,-2.044021,3.000000
5.249000,-0.012272,-1.981612,3.000000
5.250000,-0.012272,-1.704719,3.000000
5.251000,-0.012272,-1.498120,3.000000
5.252000,-0.009204,1.334650,3.000000
5.253000,-0.009204,1.203250,3.000000
5.254000,-0.009204,1.096394,3.000000
5.255000,-0.009204,1.006295,3.000000
5.256000,-0.009204,0.930151,3.000000
5.257000,-0.006136,0.864634,3.000000
5.258000,-0.006136,0.807519,3.000000
5.259000,-0.003068,0.757676,3.000000
5.260000,-0.003068,0.713861,3.000000
5.261000,0.000000,0.677844,3.000000
5.262000,0.000000,0.677844,3.000000
5.263000,0.003068,0.677844,3.000000
5.264000,0.003068,0.677844,3.000000
5.265000,0.006136,0.677844,3.000000
5.266000,0.009204,0.677844,3.000000
5.267000,0.012272,1.527246,3.000000
5.268000,0.012272,1.527246,3.000000
5.269000,0.015340,1.527246,3.000000
5.270000,0.018408,1.527246,3.000000
5.271000,0.021476,1.527246,3.000000
5.272000,0.024544,2.409525,3.000000
5.273000,0.027612,2.409525,3.000000
5.274000,0.030680,2.409525,3.000000
5.275000,0.033748,2.409525,3.000000
5.276000,0.039884,3.032196,3.000000
5.277000,0.042951,3.032196,3.000000
5.278000,0.046019,3.032196,3.000000
5.279000,0.049087,3.544059,3.000000
5.280000,0.055223,3.544059,3.000000
5.281000,0.058291,3.544059,3.000000
5.282000,0.061359,3.988646,3.000000
5.283000,0.067495,3.988646,3.000000
5.284000,0.073631,4.367011,3.000000
5.285000,0.076699,4.367011,3.000000
5.286000,0.082835,4.367011,3.000000
5.287000,0.085903,4.721454,3.000000
5.288000,0.092039,4.721454,3.000000
5.289000,0.098175,5.034317,3.000000
5.290000,0.101243,5.034317,3.000000
5.291000,0.107379,5.034317,3.000000
5.292000,0.113515,5.329664,3.000000
5.293000,0.119651,5.329664,3.000000
5.294000,0.125786,5.597619,3.000000
5.295000,0.131922,5.597619,3.000000
5.296000,0.138058,5.862152,3.000000
5.297000,0.144194,5.862152,3.000000
5.298000,0.150330,6.096676,3.000000
5.299000,0.156466,6.096676,3.000000
5.300000,0.162602,6.336991,3.000000
5.301000,0.168738,6.336991,-3.000000
5.302000,0.174874,6.525987,-3.000000
5.303000,0.184078,6.336627,-3.000000
5.304000,0.190214,6.466477,-3.000000
5.305000,0.196350,6.495475,-3.000000
5.306000,0.202485,6.495475,-3.000000
5.307000,0.208621,6.273772,-3.000000
5.308000,0.214757,6.273772,-3.000000
5.309000,0.220893,5.998703,-3.000000
5.310000,0.223961,5.998703,-3.000000
5.311000,0.230097,5.998703,-3.000000
5.312000,0.236233,5.681630,-3.000000
5.313000,0.242369,5.681630,-3.000000
5.314000,0.245437,5.276133,-3.000000
5.315000,0.251573,5.276133,-3.000000
5.316000,0.254641,5.100371,-3.000000
5.317000,0.260777,5.126144,-3.000000
5.318000,0.263845,5.126144,-3.000000
5.319000,0.269981,4.600289,-3.000000
5.320000,0.273049,4.600289,-3.000000
5.321000,0.276117,4.600289,-3.000000
5.322000,0.282252,4.263258,-3.000000
5.323000,0.285320,4.263258,-3.000000
5.324000,0.288388,4.263258,-3.000000
5.325000,0.291456,3.972560,-3.000000
5.326000,0.294524,3.773147,-3.000000
